dataset,budget,method,cap,ndcg10_linear,ndcg10_exponential,recall
trec-covid-chrono-r3,512,balanced_zero,100,0.7643081069966732,0.7379762782836903,0.14837410064999737
trec-covid-chrono-r3,512,blocker_cert,20,0.6899361324414068,0.6672607518228949,0.03365003267428236
trec-covid-chrono-r3,512,blocker_cert,100,0.6899361324414068,0.6672607518228949,0.03997399741106882
trec-covid-chrono-r3,512,blocker_zero,20,0.7643081069966732,0.7379762782836903,0.046030069852522934
trec-covid-chrono-r3,512,blocker_zero,100,0.7643081069966732,0.7379762782836903,0.14822367946219672
trec-covid-chrono-r3,512,fixed_topL_zero,20,0.7643081069966732,0.7379762782836903,0.046030069852522934
trec-covid-chrono-r3,512,fixed_topL_zero,100,0.7643081069966732,0.7379762782836903,0.14837410064999737
trec-covid-chrono-r3,1024,balanced_cert,20,0.721595619096011,0.6981592123091751,0.0370329607123734
trec-covid-chrono-r3,1024,balanced_cert,100,0.721595619096011,0.6981592123091751,0.04752076986347606
trec-covid-chrono-r3,1024,balanced_zero,20,0.753063577666584,0.7268782931929181,0.04569896265496876
trec-covid-chrono-r3,1024,balanced_zero,100,0.753063577666584,0.7268782931929181,0.15227535995569083
trec-covid-chrono-r3,1024,blocker_cert,20,0.721595619096011,0.6981592123091751,0.037077823879713014
trec-covid-chrono-r3,1024,blocker_cert,100,0.721595619096011,0.6981592123091751,0.048338633762074465
trec-covid-chrono-r3,1024,blocker_zero,20,0.7541239241365666,0.7282920884862282,0.04579474809558179
trec-covid-chrono-r3,1024,blocker_zero,100,0.7541239241365666,0.7282920884862282,0.1524622476077118
trec-covid-chrono-r3,1024,fixed_topL_zero,20,0.753063577666584,0.7268782931929181,0.04569896265496876
trec-covid-chrono-r3,1024,fixed_topL_zero,100,0.753063577666584,0.7268782931929181,0.15227535995569083
trec-covid-chrono-r3,2048,balanced_cert,20,0.7394795721475308,0.7152675089965075,0.03960912347071832
trec-covid-chrono-r3,2048,balanced_cert,100,0.7394795721475308,0.7152675089965075,0.0587045827707435
trec-covid-chrono-r3,2048,balanced_zero,20,0.7529228465166964,0.7274621096812542,0.04597895794243429
